region_id,region_name,slug,centre,boundary
CH-2111,Urner Hochalpen,ch_2111,"{""lon"": 8.252047, ""lat"": 46.948878}","{""type"":""Polygon"",""coordinates"":[[[8.276165,46.927667],[8.243867,46.932403],[8.237267,46.930848],[8.13171,46.894464],[8.096976,46.889634],[8.092134,46.891012],[8.067791,46.898221],[8.054429,46.921332],[8.120567,46.962839],[8.163607,46.98352],[8.194688,46.992602],[8.235108,46.997326],[8.265449,46.994327],[8.274011,46.993479],[8.313432,46.980134],[8.313439,46.979824],[8.314434,46.979587],[8.316258,46.979],[8.316794,46.978995],[8.32002,46.977902],[8.331916,46.976313],[8.333234,46.976137],[8.387897,46.968817],[8.344927,46.931548],[8.339827,46.920595],[8.336386,46.898085],[8.320935,46.910177],[8.289923,46.923012],[8.276165,46.927667]]]}"
CH-2112,Urner Mittelland,ch_2112,"{""lon"": 8.250121, ""lat"": 47.014532}","{""type"":""Polygon"",""coordinates"":[[[8.442278,46.984308],[8.41122,46.977227],[8.399198,46.97356],[8.387897,46.968817],[8.333234,46.976137],[8.331916,46.976313],[8.32002,46.977902],[8.316794,46.978995],[8.316258,46.979],[8.314434,46.979587],[8.313439,46.979824],[8.313432,46.980134],[8.274011,46.993479],[8.265449,46.994327],[8.235108,46.997326],[8.194688,46.992602],[8.163607,46.98352],[8.120567,46.962839],[8.054429,46.921332],[7.9956,46.917797],[7.967311,46.895105],[7.954043,46.904463],[7.91527,46.935099],[7.921329,46.946359],[7.93353,46.962958],[7.943557,46.966908],[7.951491,46.981842],[7.954478,47.004019],[7.951521,47.006193],[7.946462,47.006186],[7.947074,47.018768],[7.949646,47.021457],[7.999918,47.060295],[8.008621,47.066035],[8.127783,47.092419],[8.135496,47.093656],[8.143141,47.093566],[8.167861,47.091899],[8.165397,47.06164],[8.167497,47.057533],[8.170148,47.055397],[8.280686,47.05796],[8.306396,47.05854],[8.317474,47.060211],[8.357133,47.069848],[8.362927,47.07188],[8.389463,47.081635],[8.395992,47.084908],[8.399737,47.100538],[8.451828,47.096443],[8.459716,47.09116],[8.466903,47.079554],[8.467878,47.076604],[8.469571,47.048696],[8.484806,47.036294],[8.497095,47.027765],[8.500844,47.025929],[8.512176,47.023728],[8.514184,47.017602],[8.512943,47.011611],[8.510269,47.007532],[8.506371,47.005212],[8.47594,46.995294],[8.442278,46.984308]]]}"
CH-2121,Engelberg,ch_2121,"{""lon"": 8.109215, ""lat"": 46.857674}","{""type"":""Polygon"",""coordinates"":[[[8.025066,46.788778],[8.024067,46.792999],[8.017413,46.806598],[8.0065,46.816911],[8.003071,46.817927],[7.978434,46.817229],[7.954794,46.83062],[7.983958,46.852159],[7.986177,46.855562],[7.975642,46.888196],[7.967311,46.895105],[7.9956,46.917797],[8.054429,46.921332],[8.067791,46.898221],[8.092134,46.891012],[8.096976,46.889634],[8.13171,46.894464],[8.237267,46.930848],[8.243867,46.932403],[8.276165,46.927667],[8.289923,46.923012],[8.320935,46.910177],[8.336386,46.898085],[8.316459,46.893092],[8.28372,46.879465],[8.238791,46.846098],[8.201692,46.827029],[8.124739,46.802272],[8.103859,46.798077],[8.098916,46.796445],[8.089785,46.787208],[8.055456,46.788045],[8.025066,46.788778]]]}"
CH-2122,Melchtal - Frutt,ch_2122,"{""lon"": 8.427538, ""lat"": 46.823498}","{""type"":""Polygon"",""coordinates"":[[[8.530893,46.80629],[8.521041,46.779457],[8.491283,46.77299],[8.450915,46.764203],[8.448696,46.767335],[8.444937,46.769847],[8.433764,46.773158],[8.391695,46.775649],[8.347797,46.798691],[8.343617,46.802101],[8.339947,46.806919],[8.333243,46.826889],[8.329092,46.843663],[8.328948,46.877974],[8.336386,46.898085],[8.39107,46.90113],[8.43678,46.903654],[8.466793,46.897435],[8.47,46.85654],[8.503276,46.848253],[8.534765,46.840399],[8.530893,46.80629]]]}"
CH-2123,Sarneraatal,ch_2123,"{""lon"": 8.261364, ""lat"": 46.804549}","{""type"":""Polygon"",""coordinates"":[[[8.328948,46.877974],[8.329092,46.843663],[8.333243,46.826889],[8.339947,46.806919],[8.343617,46.802101],[8.313594,46.788264],[8.311215,46.786211],[8.311594,46.781719],[8.31582,46.77583],[8.315354,46.772905],[8.313311,46.770623],[8.296342,46.760994],[8.282715,46.754505],[8.272269,46.754443],[8.260573,46.763466],[8.251028,46.766294],[8.204693,46.77009],[8.187437,46.76928],[8.145467,46.754006],[8.089785,46.787208],[8.098916,46.796445],[8.103859,46.798077],[8.124739,46.802272],[8.201692,46.827029],[8.238791,46.846098],[8.28372,46.879465],[8.316459,46.893092],[8.336386,46.898085],[8.328948,46.877974]]]}"
CH-2124,Pilatus - Vierwaldstättersee,ch_2124,"{""lon"": 8.479633, ""lat"": 46.962425}","{""type"":""Polygon"",""coordinates"":[[[8.592418,46.982956],[8.54563,46.927709],[8.511178,46.916743],[8.494917,46.918069],[8.485621,46.917912],[8.466793,46.897435],[8.43678,46.903654],[8.39107,46.90113],[8.336386,46.898085],[8.339827,46.920595],[8.344927,46.931548],[8.387897,46.968817],[8.399198,46.97356],[8.41122,46.977227],[8.442278,46.984308],[8.47594,46.995294],[8.506371,47.005212],[8.510269,47.007532],[8.512943,47.011611],[8.514184,47.017602],[8.512176,47.023728],[8.591938,47.014476],[8.593496,46.99484],[8.594955,46.987615],[8.592418,46.982956]]]}"
CH-2131,Rigi - Luzern,ch_2131,"{""lon"": 8.634325, ""lat"": 47.09977}","{""type"":""Polygon"",""coordinates"":[[[8.684366,47.032346],[8.651489,47.032074],[8.605494,47.019162],[8.591938,47.014476],[8.512176,47.023728],[8.500844,47.025929],[8.497095,47.027765],[8.484806,47.036294],[8.469571,47.048696],[8.467878,47.076604],[8.466903,47.079554],[8.459716,47.09116],[8.451828,47.096443],[8.399737,47.100538],[8.421777,47.118988],[8.440955,47.129728],[8.644479,47.15141],[8.656867,47.154315],[8.692482,47.162829],[8.693781,47.16314],[8.762526,47.178101],[8.768807,47.177704],[8.773863,47.176729],[8.795435,47.172567],[8.799051,47.171076],[8.838592,47.146903],[8.843599,47.142367],[8.813837,47.115733],[8.797678,47.108654],[8.785916,47.103498],[8.777877,47.099972],[8.69701,47.081567],[8.684366,47.032346]]]}"
CH-2132,Hochybrig - Mythen,ch_2132,"{""lon"": 8.861752, ""lat"": 47.076417}","{""type"":""Polygon"",""coordinates"":[[[8.967477,47.137156],[8.955558,47.095667],[8.95614,47.091778],[8.960796,47.089621],[8.961496,47.07748],[8.949087,47.049937],[8.931239,47.042881],[8.922748,47.040369],[8.916631,47.039485],[8.890585,47.039631],[8.885207,47.038943],[8.882002,47.037588],[8.874016,47.032],[8.859002,47.005245],[8.779924,46.995059],[8.750137,47.0046],[8.68859,47.030087],[8.684366,47.032346],[8.69701,47.081567],[8.777877,47.099972],[8.785916,47.103498],[8.797678,47.108654],[8.813837,47.115733],[8.843599,47.142367],[8.866299,47.148669],[8.869507,47.150281],[8.89485,47.1719],[8.967477,47.137156]]]}"
CH-2133,Küssnacht - Arth,ch_2133,"{""lon"": 8.685883, ""lat"": 46.996586}","{""type"":""Polygon"",""coordinates"":[[[8.68859,47.030087],[8.750137,47.0046],[8.779924,46.995059],[8.740459,46.9854],[8.73467,46.977834],[8.724121,46.964043],[8.708253,46.953933],[8.688911,46.956504],[8.657808,46.958341],[8.593496,46.99484],[8.591938,47.014476],[8.605494,47.019162],[8.651489,47.032074],[8.684366,47.032346],[8.68859,47.030087]]]}"
CH-2134,Muotatal,ch_2134,"{""lon"": 8.827984, ""lat"": 46.94651}","{""type"":""Polygon"",""coordinates"":[[[8.752373,46.893561],[8.735035,46.901234],[8.711322,46.913958],[8.707389,46.916456],[8.736645,46.930696],[8.740695,46.933694],[8.708253,46.953933],[8.724121,46.964043],[8.73467,46.977834],[8.740459,46.9854],[8.779924,46.995059],[8.859002,47.005245],[8.887362,46.999498],[8.898183,46.99568],[8.902218,46.991695],[8.901827,46.982048],[8.903014,46.975215],[8.917835,46.954734],[8.921888,46.953983],[8.926903,46.955705],[8.94414,46.96578],[8.937099,46.933032],[8.903928,46.909169],[8.89489,46.905159],[8.878906,46.896314],[8.855127,46.873085],[8.752373,46.893561]]]}"
CH-2211,Ibergeregg - Ybrig,ch_2211,"{""lon"": 8.70225, ""lat"": 46.87211}","{""type"":""Polygon"",""coordinates"":[[[8.688911,46.956504],[8.708253,46.953933],[8.740695,46.933694],[8.736645,46.930696],[8.707389,46.916456],[8.711322,46.913958],[8.735035,46.901234],[8.752373,46.893561],[8.855127,46.873085],[8.849995,46.842055],[8.836031,46.828568],[8.77602,46.81077],[8.760478,46.80842],[8.750756,46.808943],[8.673609,46.770224],[8.668502,46.768778],[8.669422,46.771551],[8.667184,46.791064],[8.661411,46.807949],[8.640483,46.826902],[8.635847,46.834529],[8.631758,46.846048],[8.617906,46.899622],[8.610618,46.929749],[8.611223,46.934181],[8.619299,46.951765],[8.657808,46.958341],[8.688911,46.956504]]]}"
CH-2212,Stoos - Schwyz,ch_2212,"{""lon"": 8.581963, ""lat"": 46.86501}","{""type"":""Polygon"",""coordinates"":[[[8.631758,46.846048],[8.635847,46.834529],[8.640483,46.826902],[8.661411,46.807949],[8.667184,46.791064],[8.669422,46.771551],[8.668502,46.768778],[8.646015,46.772594],[8.58262,46.783008],[8.534395,46.776812],[8.527652,46.77713],[8.521041,46.779457],[8.530893,46.80629],[8.534765,46.840399],[8.503276,46.848253],[8.47,46.85654],[8.466793,46.897435],[8.485621,46.917912],[8.494917,46.918069],[8.511178,46.916743],[8.54563,46.927709],[8.592418,46.982956],[8.594955,46.987615],[8.593496,46.99484],[8.657808,46.958341],[8.619299,46.951765],[8.611223,46.934181],[8.610618,46.929749],[8.617906,46.899622],[8.631758,46.846048]]]}"
CH-2221,Gotthard - Urserntal,ch_2221,"{""lon"": 8.513177, ""lat"": 46.720009}","{""type"":""Polygon"",""coordinates"":[[[8.646015,46.772594],[8.668502,46.768778],[8.673609,46.770224],[8.692061,46.704265],[8.665606,46.707512],[8.658208,46.708308],[8.591234,46.707762],[8.552236,46.70163],[8.448583,46.672157],[8.415043,46.658594],[8.411368,46.655017],[8.398774,46.674924],[8.399034,46.684058],[8.400677,46.691202],[8.404288,46.691831],[8.413423,46.690952],[8.437309,46.686663],[8.441128,46.6869],[8.452125,46.689027],[8.454698,46.694871],[8.454304,46.707312],[8.449989,46.729497],[8.450915,46.764203],[8.491283,46.77299],[8.521041,46.779457],[8.527652,46.77713],[8.534395,46.776812],[8.58262,46.783008],[8.646015,46.772594]]]}"
CH-2222,Oberalp,ch_2222,"{""lon"": 8.782506, ""lat"": 46.776209}","{""type"":""Polygon"",""coordinates"":[[[8.877877,46.813331],[8.839968,46.794925],[8.812633,46.737484],[8.803219,46.733264],[8.71084,46.69994],[8.693724,46.701408],[8.692061,46.704265],[8.673609,46.770224],[8.750756,46.808943],[8.760478,46.80842],[8.77602,46.81077],[8.836031,46.828568],[8.849995,46.842055],[8.877877,46.813331]]]}"
CH-2223,Piora - Quinto,ch_2223,"{""lon"": 8.55818, ""lat"": 46.651846}","{""type"":""Polygon"",""coordinates"":[[[8.658879,46.659369],[8.644234,46.654961],[8.628991,46.648927],[8.5587,46.617305],[8.472747,46.586035],[8.462748,46.5886],[8.454249,46.587686],[8.424707,46.579531],[8.413812,46.575494],[8.422143,46.628527],[8.411368,46.655017],[8.415043,46.658594],[8.448583,46.672157],[8.552236,46.70163],[8.591234,46.707762],[8.658208,46.708308],[8.665606,46.707512],[8.692061,46.704265],[8.693724,46.701408],[8.68106,46.67843],[8.670758,46.659722],[8.658879,46.659369]]]}"
CH-2224,Bedretto Süd,ch_2224,"{""lon"": 8.583843, ""lat"": 46.608454}","{""type"":""Polygon"",""coordinates"":[[[8.65691,46.643345],[8.652128,46.637421],[8.651342,46.634065],[8.659978,46.624827],[8.668388,46.619647],[8.676489,46.616456],[8.679762,46.59488],[8.680298,46.57912],[8.570267,46.561942],[8.475366,46.526625],[8.426884,46.546679],[8.413812,46.575494],[8.424707,46.579531],[8.454249,46.587686],[8.462748,46.5886],[8.472747,46.586035],[8.5587,46.617305],[8.628991,46.648927],[8.644234,46.654961],[8.658879,46.659369],[8.670758,46.659722],[8.65691,46.643345]]]}"
CH-3111,Sernftal - Glarnerland,ch_3111,"{""lon"": 9.03981, ""lat"": 47.107595}","{""type"":""Polygon"",""coordinates"":[[[9.055996,47.136115],[9.063902,47.131756],[9.072656,47.129472],[9.099038,47.133853],[9.119362,47.125698],[9.119406,47.122346],[9.116188,47.11036],[9.112682,47.101185],[9.112929,47.096806],[9.117091,47.071525],[9.060534,47.067066],[9.025398,47.06428],[8.994905,47.060318],[8.949087,47.049937],[8.961496,47.07748],[8.960796,47.089621],[8.95614,47.091778],[8.955558,47.095667],[8.967477,47.137156],[8.993859,47.165952],[9.005323,47.172596],[9.055996,47.136115]]]}"
CH-3112,Klausenpass,ch_3112,"{""lon"": 8.990501, ""lat"": 46.920297}","{""type"":""Polygon"",""coordinates"":[[[8.849995,46.842055],[8.855127,46.873085],[8.878906,46.896314],[8.89489,46.905159],[8.903928,46.909169],[8.937099,46.933032],[8.94414,46.96578],[8.982064,46.987474],[9.002042,47.002786],[9.020477,47.011651],[9.025303,47.010278],[9.033184,47.004779],[9.035272,47.000932],[9.044609,46.997091],[9.0586,46.995199],[9.078222,46.993902],[9.082091,46.989286],[9.080762,46.978267],[9.075343,46.964369],[9.063773,46.950557],[9.063382,46.947258],[9.064661,46.884854],[9.065513,46.878689],[9.069127,46.875997],[9.04452,46.859898],[8.991836,46.810087],[8.958375,46.80585],[8.945281,46.802844],[8.929143,46.797194],[8.877877,46.813331],[8.849995,46.842055]]]}"
CH-3113,Walensee - Flumserberg,ch_3113,"{""lon"": 9.150535, ""lat"": 46.951649}","{""type"":""Polygon"",""coordinates"":[[[9.235776,47.025639],[9.241493,47.017456],[9.244772,47.005075],[9.252715,46.926511],[9.247736,46.916048],[9.225975,46.905116],[9.208818,46.889702],[9.203807,46.882945],[9.179947,46.873272],[9.167268,46.869769],[9.127409,46.858746],[9.122498,46.859941],[9.109209,46.869984],[9.100561,46.872971],[9.079622,46.875621],[9.069127,46.875997],[9.065513,46.878689],[9.064661,46.884854],[9.063382,46.947258],[9.063773,46.950557],[9.075343,46.964369],[9.080762,46.978267],[9.082091,46.989286],[9.078222,46.993902],[9.133453,47.035731],[9.133459,47.035725],[9.137026,47.031897],[9.144203,47.027527],[9.174726,47.029693],[9.196635,47.033729],[9.205453,47.036188],[9.216445,47.036308],[9.235776,47.025639]]]}"
CH-3114,Muotatal Ost,ch_3114,"{""lon"": 8.969755, ""lat"": 47.012193}","{""type"":""Polygon"",""coordinates"":[[[8.926903,46.955705],[8.921888,46.953983],[8.917835,46.954734],[8.903014,46.975215],[8.901827,46.982048],[8.902218,46.991695],[8.898183,46.99568],[8.887362,46.999498],[8.859002,47.005245],[8.874016,47.032],[8.882002,47.037588],[8.885207,47.038943],[8.890585,47.039631],[8.916631,47.039485],[8.922748,47.040369],[8.931239,47.042881],[8.949087,47.049937],[8.994905,47.060318],[9.025398,47.06428],[9.060534,47.067066],[9.117091,47.071525],[9.119737,47.055436],[9.133453,47.035731],[9.078222,46.993902],[9.0586,46.995199],[9.044609,46.997091],[9.035272,47.000932],[9.033184,47.004779],[9.025303,47.010278],[9.020477,47.011651],[9.002042,47.002786],[8.982064,46.987474],[8.94414,46.96578],[8.926903,46.955705]]]}"
CH-3211,Churfirsten - Toggenburg,ch_3211,"{""lon"": 9.509281, ""lat"": 47.356722}","{""type"":""Polygon"",""coordinates"":[[[9.479389,47.317339],[9.461743,47.344638],[9.419014,47.331511],[9.330677,47.291693],[9.328733,47.288644],[9.330593,47.272508],[9.299548,47.255966],[9.253683,47.280762],[9.256207,47.326829],[9.258021,47.348437],[9.299979,47.388417],[9.370337,47.415],[9.432205,47.409693],[9.467133,47.390958],[9.524179,47.421846],[9.553887,47.430227],[9.639193,47.444364],[9.659887,47.449272],[9.64366,47.437891],[9.642725,47.431968],[9.65235,47.405416],[9.65772,47.399431],[9.669559,47.392805],[9.6734,47.388012],[9.671696,47.378677],[9.667395,47.374],[9.659811,47.370237],[9.625427,47.366034],[9.615486,47.361118],[9.598352,47.345055],[9.584492,47.314021],[9.557655,47.299048],[9.546783,47.280072],[9.530108,47.269044],[9.493696,47.303728],[9.479389,47.317339]]]}"
CH-3221,Glarus Nord,ch_3221,"{""lon"": 9.010146, ""lat"": 47.220975}","{""type"":""Polygon"",""coordinates"":[[[8.967477,47.137156],[8.89485,47.1719],[8.869507,47.150281],[8.866299,47.148669],[8.843599,47.142367],[8.838592,47.146903],[8.799051,47.171076],[8.795435,47.172567],[8.773863,47.176729],[8.775001,47.18992],[8.777539,47.192653],[8.797953,47.212678],[8.814852,47.225421],[8.828904,47.23222],[8.838061,47.235271],[8.843312,47.23393],[8.852002,47.233542],[8.888457,47.240832],[8.926188,47.249455],[8.967141,47.260509],[8.968116,47.264036],[8.965981,47.293368],[8.970844,47.295711],[9.002554,47.305964],[9.003064,47.30573],[9.018198,47.298781],[9.019981,47.297782],[9.022485,47.29638],[9.025039,47.293628],[9.023958,47.284425],[9.034244,47.266617],[9.078141,47.252867],[9.103489,47.266924],[9.115411,47.277202],[9.142664,47.294347],[9.161581,47.301532],[9.213009,47.315986],[9.218767,47.317603],[9.256207,47.326829],[9.253683,47.280762],[9.299548,47.255966],[9.285523,47.24462],[9.194496,47.179001],[9.175656,47.174423],[9.155754,47.174011],[9.131393,47.179343],[9.126518,47.18319],[9.12229,47.18555],[9.092082,47.168281],[9.090377,47.16533],[9.101104,47.139382],[9.099038,47.133853],[9.072656,47.129472],[9.063902,47.131756],[9.055996,47.136115],[9.005323,47.172596],[8.993859,47.165952],[8.967477,47.137156]]]}"
CH-3222,Flumserberg - Weisstannen,ch_3222,"{""lon"": 9.35678, ""lat"": 47.172371}","{""type"":""Polygon"",""coordinates"":[[[9.155754,47.174011],[9.175656,47.174423],[9.194496,47.179001],[9.285523,47.24462],[9.299548,47.255966],[9.330593,47.272508],[9.328733,47.288644],[9.330677,47.291693],[9.419014,47.331511],[9.461743,47.344638],[9.479389,47.317339],[9.493696,47.303728],[9.530108,47.269044],[9.527436,47.256096],[9.502561,47.221991],[9.49988,47.211512],[9.491908,47.197341],[9.487033,47.180508],[9.489481,47.16936],[9.494892,47.157992],[9.509012,47.139494],[9.518142,47.102404],[9.517908,47.095998],[9.511431,47.085637],[9.484755,47.071047],[9.47572,47.066102],[9.473343,47.062195],[9.475015,47.054983],[9.435353,47.052088],[9.40319,47.060601],[9.387041,47.068572],[9.363568,47.085209],[9.355279,47.094966],[9.346003,47.103025],[9.302583,47.13241],[9.192619,47.134755],[9.149702,47.137823],[9.101104,47.139382],[9.090377,47.16533],[9.092082,47.168281],[9.12229,47.18555],[9.126518,47.18319],[9.131393,47.179343],[9.155754,47.174011]]]}"
CH-3223,Rheintal Süd,ch_3223,"{""lon"": 9.229835, ""lat"": 47.069681}","{""type"":""Polygon"",""coordinates"":[[[9.355279,47.094966],[9.363568,47.085209],[9.387041,47.068572],[9.40319,47.060601],[9.435353,47.052088],[9.418768,47.045312],[9.410767,47.046961],[9.353774,47.035003],[9.259492,47.005914],[9.244772,47.005075],[9.241493,47.017456],[9.235776,47.025639],[9.216445,47.036308],[9.205453,47.036188],[9.196635,47.033729],[9.174726,47.029693],[9.144203,47.027527],[9.137026,47.031897],[9.133459,47.035725],[9.133453,47.035731],[9.119737,47.055436],[9.117091,47.071525],[9.112929,47.096806],[9.112682,47.101185],[9.116188,47.11036],[9.119406,47.122346],[9.119362,47.125698],[9.099038,47.133853],[9.101104,47.139382],[9.149702,47.137823],[9.192619,47.134755],[9.302583,47.13241],[9.346003,47.103025],[9.355279,47.094966]]]}"
CH-3224,Prättigau Nord,ch_3224,"{""lon"": 9.397802, ""lat"": 46.946083}","{""type"":""Polygon"",""coordinates"":[[[9.441859,46.867975],[9.425024,46.858462],[9.411961,46.857079],[9.385218,46.855665],[9.378245,46.896007],[9.373752,46.897561],[9.334565,46.903483],[9.294405,46.907812],[9.247736,46.916048],[9.252715,46.926511],[9.244772,47.005075],[9.259492,47.005914],[9.353774,47.035003],[9.410767,47.046961],[9.418768,47.045312],[9.435353,47.052088],[9.475015,47.054983],[9.509286,47.009187],[9.523057,46.996398],[9.510851,46.985056],[9.502996,46.952301],[9.463675,46.887339],[9.452113,46.875791],[9.441859,46.867975]]]}"
CH-3311,Appenzell - Alpstein,ch_3311,"{""lon"": 9.549875, ""lat"": 47.136954}","{""type"":""Polygon"",""coordinates"":[[[9.564738,47.242807],[9.554139,47.225271],[9.572524,47.216684],[9.585558,47.204649],[9.574875,47.188939],[9.573839,47.178267],[9.568492,47.170096],[9.580176,47.169794],[9.590404,47.16592],[9.596864,47.161557],[9.604329,47.150968],[9.623714,47.149881],[9.625334,47.136306],[9.634896,47.128423],[9.622887,47.107331],[9.632528,47.095793],[9.632058,47.084537],[9.616866,47.077629],[9.614132,47.066006],[9.608278,47.06199],[9.558337,47.048371],[9.554246,47.050092],[9.539621,47.064378],[9.494019,47.054575],[9.487278,47.049427],[9.481109,47.054836],[9.475015,47.054983],[9.473343,47.062195],[9.47572,47.066102],[9.484755,47.071047],[9.511431,47.085637],[9.517908,47.095998],[9.518142,47.102404],[9.509012,47.139494],[9.494892,47.157992],[9.489481,47.16936],[9.487033,47.180508],[9.491908,47.197341],[9.49988,47.211512],[9.502561,47.221991],[9.527436,47.256096],[9.530108,47.269044],[9.564738,47.242807]]]}"
CH-4111,Monthey - Champéry,ch_4111,"{""lon"": 6.949931, ""lat"": 46.075235}","{""type"":""Polygon"",""coordinates"":[[[7.068468,46.122141],[7.065072,46.089247],[7.057935,46.079964],[7.019042,46.044744],[6.995049,46.02959],[6.988051,46.026129],[6.975713,46.022349],[6.972417,46.024704],[6.967783,46.030658],[6.96052,46.032305],[6.948496,46.050832],[6.947106,46.051876],[6.942604,46.049608],[6.935419,46.055071],[6.935871,46.061977],[6.934069,46.064413],[6.920055,46.061435],[6.909694,46.052314],[6.897745,46.047652],[6.890203,46.042647],[6.879321,46.044524],[6.870244,46.048222],[6.876547,46.063427],[6.880797,46.067571],[6.88887,46.071562],[6.891032,46.07478],[6.884703,46.093612],[6.896279,46.109006],[6.895244,46.115473],[6.896928,46.122237],[6.923361,46.126881],[6.93558,46.123848],[6.956609,46.120382],[6.969035,46.121518],[6.972364,46.12227],[7.027966,46.134811],[7.052713,46.137002],[7.068468,46.122141]]]}"
CH-4112,Génépi,ch_4112,"{""lon"": 7.070189, ""lat"": 46.04585}","{""type"":""Polygon"",""coordinates"":[[[7.117425,46.044843],[7.100339,46.030667],[7.10075,46.026471],[7.102734,46.022271],[7.099205,46.019124],[7.044969,45.98746],[7.042597,45.986073],[7.033708,45.982476],[7.022142,45.981374],[7.013547,45.986581],[7.013115,45.999206],[6.996771,45.999263],[6.984458,46.004465],[6.984247,46.016249],[6.975713,46.022349],[6.988051,46.026129],[6.995049,46.02959],[7.019042,46.044744],[7.057935,46.079964],[7.065072,46.089247],[7.066907,46.086745],[7.069809,46.085032],[7.081715,46.086178],[7.09458,46.088403],[7.110667,46.091182],[7.117604,46.092717],[7.122971,46.096382],[7.136302,46.093256],[7.136617,46.093182],[7.140693,46.092226],[7.144492,46.090262],[7.157946,46.081926],[7.131826,46.05803],[7.117425,46.044843]]]}"
CH-4113,Val d'Entremont-Val Ferret,ch_4113,"{""lon"": 7.141743, ""lat"": 45.938582}","{""type"":""Polygon"",""coordinates"":[[[7.191962,46.038404],[7.233505,46.008094],[7.26385,45.983722],[7.269518,45.977623],[7.299517,45.934974],[7.295901,45.919692],[7.289059,45.915918],[7.258526,45.886149],[7.256009,45.885985],[7.245462,45.890804],[7.224874,45.889779],[7.217464,45.886874],[7.202931,45.875707],[7.199952,45.870194],[7.200995,45.862744],[7.193195,45.859207],[7.188972,45.858954],[7.176013,45.862586],[7.163724,45.870563],[7.163123,45.875907],[7.154746,45.87734],[7.14029,45.873149],[7.119706,45.859554],[7.112339,45.858137],[7.105174,45.858744],[7.098478,45.86273],[7.092407,45.875371],[7.079595,45.886388],[7.076074,45.893348],[7.064886,45.899584],[7.063975,45.910576],[7.053892,45.914831],[7.047635,45.921238],[7.036038,45.938388],[7.037721,45.953868],[7.017884,45.958881],[7.010079,45.967646],[7.010272,45.971443],[7.022142,45.981374],[7.033708,45.982476],[7.042597,45.986073],[7.044969,45.98746],[7.099205,46.019124],[7.102734,46.022271],[7.10075,46.026471],[7.100339,46.030667],[7.117425,46.044843],[7.131826,46.05803],[7.157946,46.081926],[7.183105,46.059734],[7.186183,46.052323],[7.191962,46.038404]]]}"
CH-4114,Fully - Isérables,ch_4114,"{""lon"": 7.236617, ""lat"": 46.242491}","{""type"":""Polygon"",""coordinates"":[[[7.359231,46.343772],[7.359473,46.319017],[7.357383,46.311626],[7.348521,46.288001],[7.339019,46.275435],[7.342449,46.266833],[7.353082,46.249527],[7.367657,46.226981],[7.368019,46.226421],[7.361235,46.221373],[7.335958,46.211879],[7.290847,46.196868],[7.279399,46.194459],[7.257954,46.187914],[7.198774,46.168037],[7.170948,46.157517],[7.163031,46.154522],[7.134842,46.140741],[7.12252,46.135544],[7.096412,46.12629],[7.072198,46.120658],[7.068468,46.122141],[7.071406,46.125292],[7.086538,46.159191],[7.083648,46.183957],[7.102934,46.20942],[7.103372,46.209997],[7.108477,46.212807],[7.168849,46.259885],[7.184171,46.287081],[7.185112,46.299247],[7.221345,46.330458],[7.225259,46.328477],[7.23773,46.327154],[7.241403,46.327309],[7.277137,46.328808],[7.304764,46.332352],[7.308718,46.333959],[7.325244,46.344912],[7.358559,46.352493],[7.359231,46.343772]]]}"
CH-4115,Martigny-Verbier,ch_4115,"{""lon"": 7.207898, ""lat"": 46.121058}","{""type"":""Polygon"",""coordinates"":[[[7.30612,46.054114],[7.191962,46.038404],[7.186183,46.052323],[7.183105,46.059734],[7.157946,46.081926],[7.144492,46.090262],[7.140693,46.092226],[7.136617,46.093182],[7.136302,46.093256],[7.122971,46.096382],[7.117604,46.092717],[7.110667,46.091182],[7.09458,46.088403],[7.081715,46.086178],[7.069809,46.085032],[7.066907,46.086745],[7.065072,46.089247],[7.068468,46.122141],[7.072198,46.120658],[7.096412,46.12629],[7.12252,46.135544],[7.134842,46.140741],[7.163031,46.154522],[7.170948,46.157517],[7.198774,46.168037],[7.257954,46.187914],[7.279399,46.194459],[7.290847,46.196868],[7.335958,46.211879],[7.361235,46.221373],[7.368019,46.226421],[7.385447,46.208469],[7.3835,46.193069],[7.366576,46.163098],[7.355345,46.118227],[7.360237,46.104115],[7.363617,46.08384],[7.353826,46.060642],[7.30612,46.054114]]]}"
CH-4116,Haut Val de Bagnes,ch_4116,"{""lon"": 7.375851, ""lat"": 45.966446}","{""type"":""Polygon"",""coordinates"":[[[7.354076,46.056546],[7.354941,46.051219],[7.357589,46.044816],[7.370363,46.018599],[7.372895,46.015665],[7.403235,45.994318],[7.41138,45.990825],[7.415779,45.992813],[7.421058,45.993352],[7.456816,45.988014],[7.47463,45.976382],[7.496566,45.956091],[7.479769,45.953054],[7.473191,45.947612],[7.474345,45.939325],[7.472113,45.9357],[7.445913,45.930424],[7.430747,45.916663],[7.425475,45.913909],[7.409663,45.907588],[7.400825,45.910128],[7.391034,45.899242],[7.384211,45.898161],[7.377583,45.899257],[7.363043,45.904918],[7.346399,45.914336],[7.325071,45.909861],[7.317329,45.915907],[7.308043,45.916397],[7.295901,45.919692],[7.299517,45.934974],[7.269518,45.977623],[7.26385,45.983722],[7.233505,46.008094],[7.191962,46.038404],[7.30612,46.054114],[7.353826,46.060642],[7.354076,46.056546]]]}"
