region_id,region_name,slug,centre,boundary
CH-5221,Domleschg - Lenzerheide,ch_5221,"{""lon"": 9.465608, ""lat"": 46.723154}","{""type"":""Polygon"",""coordinates"":[[[9.598192,46.747777],[9.613763,46.738176],[9.614531,46.734796],[9.61258,46.72758],[9.571955,46.661998],[9.501073,46.625844],[9.501307,46.639409],[9.50051,46.642562],[9.482315,46.676348],[9.477888,46.681789],[9.455772,46.708956],[9.448713,46.711484],[9.438777,46.70502],[9.434137,46.699609],[9.430033,46.696446],[9.424422,46.695676],[9.413471,46.695515],[9.369576,46.698922],[9.350869,46.702196],[9.359669,46.711201],[9.378213,46.742421],[9.380988,46.748784],[9.382199,46.756545],[9.381902,46.763836],[9.372702,46.790848],[9.407839,46.822643],[9.431295,46.809641],[9.44199,46.804688],[9.506773,46.774646],[9.552192,46.754654],[9.598192,46.747777]]]}"
CH-5222,Schams,ch_5222,"{""lon"": 9.407945, ""lat"": 46.647724}","{""type"":""Polygon"",""coordinates"":[[[9.50051,46.642562],[9.501307,46.639409],[9.501073,46.625844],[9.494794,46.584908],[9.425689,46.583576],[9.40506,46.583813],[9.398839,46.585415],[9.394465,46.58892],[9.375022,46.598143],[9.311404,46.597518],[9.304799,46.60872],[9.30444,46.61799],[9.305887,46.627501],[9.308889,46.630421],[9.314672,46.631958],[9.349114,46.675056],[9.350869,46.702196],[9.369576,46.698922],[9.413471,46.695515],[9.424422,46.695676],[9.430033,46.696446],[9.434137,46.699609],[9.438777,46.70502],[9.448713,46.711484],[9.455772,46.708956],[9.477888,46.681789],[9.482315,46.676348],[9.50051,46.642562]]]}"
CH-5223,Rheinwald,ch_5223,"{""lon"": 9.347187, ""lat"": 46.5207}","{""type"":""Polygon"",""coordinates"":[[[9.394465,46.58892],[9.398839,46.585415],[9.40506,46.583813],[9.425689,46.583576],[9.494794,46.584908],[9.503759,46.562981],[9.498607,46.52951],[9.494486,46.524823],[9.496169,46.52049],[9.498064,46.518083],[9.528376,46.50759],[9.537835,46.506023],[9.528897,46.492025],[9.464779,46.485625],[9.462041,46.507012],[9.432079,46.495659],[9.426107,46.488838],[9.422188,46.473827],[9.41265,46.46682],[9.389555,46.473818],[9.385062,46.481719],[9.378257,46.484118],[9.369036,46.492797],[9.371746,46.502414],[9.363826,46.50853],[9.352935,46.504648],[9.312774,46.504273],[9.302563,46.499511],[9.283856,46.496319],[9.246738,46.49788],[9.20632,46.504658],[9.20631,46.50481],[9.134103,46.489539],[9.114042,46.479525],[9.085614,46.47421],[9.038755,46.495465],[9.065889,46.510754],[9.120197,46.522658],[9.20276,46.558002],[9.207345,46.559961],[9.23275,46.574668],[9.311404,46.597518],[9.375022,46.598143],[9.394465,46.58892]]]}"
CH-5231,Albulatal,ch_5231,"{""lon"": 9.728716, ""lat"": 46.668185}","{""type"":""Polygon"",""coordinates"":[[[9.878705,46.684477],[9.867545,46.676671],[9.865469,46.674337],[9.836358,46.584324],[9.842969,46.573638],[9.725426,46.550509],[9.727231,46.559512],[9.711779,46.593963],[9.697615,46.601824],[9.688064,46.602319],[9.676388,46.604308],[9.654923,46.609509],[9.649284,46.61203],[9.634327,46.619882],[9.578597,46.655473],[9.571955,46.661998],[9.61258,46.72758],[9.639001,46.72054],[9.644092,46.72072],[9.656722,46.724242],[9.699847,46.73993],[9.713377,46.745799],[9.718476,46.75181],[9.732568,46.768417],[9.741876,46.780811],[9.813805,46.751904],[9.825341,46.708249],[9.849732,46.688106],[9.878705,46.684477]]]}"
CH-5232,Savognin,ch_5232,"{""lon"": 9.596878, ""lat"": 46.570412}","{""type"":""Polygon"",""coordinates"":[[[9.578597,46.655473],[9.634327,46.619882],[9.649284,46.61203],[9.654923,46.609509],[9.676388,46.604308],[9.688064,46.602319],[9.697615,46.601824],[9.711779,46.593963],[9.727231,46.559512],[9.725426,46.550509],[9.694458,46.541694],[9.686287,46.552667],[9.628194,46.561],[9.603724,46.563789],[9.591066,46.563599],[9.586927,46.56174],[9.582386,46.558391],[9.57605,46.552304],[9.574393,46.546579],[9.577363,46.535404],[9.551887,46.508976],[9.537835,46.506023],[9.528376,46.50759],[9.498064,46.518083],[9.496169,46.52049],[9.494486,46.524823],[9.498607,46.52951],[9.503759,46.562981],[9.494794,46.584908],[9.501073,46.625844],[9.571955,46.661998],[9.578597,46.655473]]]}"
CH-5233,Avers,ch_5233,"{""lon"": 9.52433, ""lat"": 46.423877}","{""type"":""Polygon"",""coordinates"":[[[9.54552,46.488564],[9.556574,46.48534],[9.596843,46.461054],[9.599683,46.45778],[9.611654,46.424878],[9.611467,46.422066],[9.608594,46.418803],[9.595758,46.412329],[9.570918,46.401438],[9.555622,46.379006],[9.545753,46.371112],[9.540575,46.369697],[9.52519,46.367676],[9.499708,46.365434],[9.491697,46.365999],[9.462468,46.375221],[9.46873,46.386757],[9.468018,46.404622],[9.465151,46.411066],[9.455302,46.418622],[9.454403,46.421868],[9.460186,46.437342],[9.461294,46.460538],[9.466615,46.471266],[9.464779,46.485625],[9.528897,46.492025],[9.54552,46.488564]]]}"
CH-5234,Bivio,ch_5234,"{""lon"": 9.647958, ""lat"": 46.48913}","{""type"":""Polygon"",""coordinates"":[[[9.628194,46.561],[9.686287,46.552667],[9.694458,46.541694],[9.696269,46.523731],[9.700974,46.512232],[9.705644,46.510037],[9.720162,46.51003],[9.724543,46.509195],[9.737374,46.502995],[9.731043,46.480944],[9.727242,46.474624],[9.724691,46.472508],[9.730952,46.458825],[9.731054,46.455393],[9.729433,46.452036],[9.719022,46.441151],[9.716162,46.43912],[9.705397,46.440006],[9.688934,46.434234],[9.678298,46.428276],[9.664438,46.418281],[9.660885,46.414704],[9.595758,46.412329],[9.608594,46.418803],[9.611467,46.422066],[9.611654,46.424878],[9.599683,46.45778],[9.596843,46.461054],[9.556574,46.48534],[9.54552,46.488564],[9.528897,46.492025],[9.537835,46.506023],[9.551887,46.508976],[9.577363,46.535404],[9.574393,46.546579],[9.57605,46.552304],[9.582386,46.558391],[9.586927,46.56174],[9.591066,46.563599],[9.603724,46.563789],[9.628194,46.561]]]}"
CH-6111,Bedrettotal,ch_6111,"{""lon"": 8.507491, ""lat"": 46.474126}","{""type"":""Polygon"",""coordinates"":[[[8.650716,46.481766],[8.679339,46.475729],[8.615133,46.467623],[8.591186,46.46269],[8.563411,46.453793],[8.516214,46.425587],[8.501846,46.418359],[8.480935,46.411239],[8.468843,46.411653],[8.460862,46.419986],[8.455713,46.432896],[8.463441,46.448808],[8.445845,46.464022],[8.407983,46.458702],[8.392687,46.451241],[8.386567,46.467369],[8.388778,46.47596],[8.393507,46.487047],[8.405332,46.492441],[8.416856,46.492345],[8.448851,46.497565],[8.465523,46.508466],[8.475366,46.526625],[8.570267,46.561942],[8.583562,46.542793],[8.5971,46.524676],[8.604798,46.516394],[8.635875,46.490174],[8.650716,46.481766]]]}"
CH-6112,obere Leventina,ch_6112,"{""lon"": 8.675154, ""lat"": 46.531695}","{""type"":""Polygon"",""coordinates"":[[[8.692377,46.561823],[8.696197,46.559416],[8.700953,46.558296],[8.759356,46.552092],[8.777755,46.5494],[8.783111,46.516741],[8.698387,46.474935],[8.679339,46.475729],[8.650716,46.481766],[8.635875,46.490174],[8.604798,46.516394],[8.5971,46.524676],[8.583562,46.542793],[8.570267,46.561942],[8.680298,46.57912],[8.692377,46.561823]]]}"
CH-6113,Blenio,ch_6113,"{""lon"": 8.926756, ""lat"": 46.51911}","{""type"":""Polygon"",""coordinates"":[[[9.032206,46.60233],[9.040933,46.589383],[9.04182,46.586728],[9.036036,46.575494],[9.030401,46.570807],[9.026467,46.56538],[9.023449,46.558806],[9.020421,46.548378],[9.020525,46.525804],[9.022761,46.509367],[9.025422,46.506184],[9.038755,46.495465],[9.085614,46.47421],[9.094991,46.460786],[9.102189,46.411183],[9.087875,46.38783],[9.032294,46.397656],[8.995986,46.401214],[8.977974,46.387739],[8.939386,46.388536],[8.933401,46.393807],[8.924586,46.402872],[8.874475,46.454336],[8.865543,46.467136],[8.862127,46.486613],[8.864284,46.490868],[8.865575,46.497248],[8.864835,46.499905],[8.855405,46.505063],[8.831432,46.513941],[8.803215,46.521094],[8.797359,46.521718],[8.792139,46.520836],[8.783111,46.516741],[8.777755,46.5494],[8.782144,46.55737],[8.787142,46.559915],[8.812544,46.56967],[8.816843,46.570433],[8.828538,46.57081],[8.830792,46.56801],[8.831656,46.564586],[8.836579,46.563305],[8.841954,46.563429],[8.904496,46.584007],[8.911597,46.588762],[8.91394,46.591343],[8.915704,46.595448],[8.920931,46.621249],[9.032206,46.60233]]]}"
CH-6114,Valle Maggia nord,ch_6114,"{""lon"": 8.524379, ""lat"": 46.35508}","{""type"":""Polygon"",""coordinates"":[[[8.698387,46.474935],[8.74108,46.403604],[8.734494,46.377824],[8.711399,46.353362],[8.681341,46.327727],[8.569592,46.266674],[8.516566,46.258699],[8.470918,46.249173],[8.464953,46.24487],[8.443242,46.247945],[8.442118,46.250859],[8.444808,46.256488],[8.455893,46.26517],[8.44965,46.275039],[8.438761,46.284315],[8.428665,46.299277],[8.438722,46.302985],[8.448817,46.318498],[8.460877,46.331535],[8.464197,46.343048],[8.463228,46.354277],[8.469581,46.362405],[8.466261,46.369881],[8.465778,46.377756],[8.460206,46.386594],[8.46867,46.394231],[8.464145,46.404095],[8.468843,46.411653],[8.480935,46.411239],[8.501846,46.418359],[8.516214,46.425587],[8.563411,46.453793],[8.591186,46.46269],[8.615133,46.467623],[8.679339,46.475729],[8.698387,46.474935]]]}"
CH-6115,Verzasca,ch_6115,"{""lon"": 8.882635, ""lat"": 46.403639}","{""type"":""Polygon"",""coordinates"":[[[8.930219,46.34228],[8.904258,46.315434],[8.901768,46.311846],[8.901127,46.306718],[8.886937,46.306808],[8.864693,46.321461],[8.864647,46.321593],[8.858808,46.338403],[8.8612,46.34171],[8.861296,46.347693],[8.840758,46.367129],[8.82793,46.378944],[8.81126,46.388017],[8.753919,46.40509],[8.749556,46.405532],[8.745033,46.405673],[8.74108,46.403604],[8.698387,46.474935],[8.783111,46.516741],[8.792139,46.520836],[8.797359,46.521718],[8.803215,46.521094],[8.831432,46.513941],[8.855405,46.505063],[8.864835,46.499905],[8.865575,46.497248],[8.864284,46.490868],[8.862127,46.486613],[8.865543,46.467136],[8.874475,46.454336],[8.924586,46.402872],[8.933401,46.393807],[8.939386,46.388536],[8.977974,46.387739],[8.995986,46.401214],[9.032294,46.397656],[9.087875,46.38783],[9.071668,46.344427],[9.022303,46.355529],[9.014168,46.358828],[9.008958,46.360383],[8.95213,46.356998],[8.930219,46.34228]]]}"
CH-6121,Bosco Gurin - Valle Maggia,ch_6121,"{""lon"": 8.719132, ""lat"": 46.21941}","{""type"":""Polygon"",""coordinates"":[[[8.866794,46.187582],[8.859916,46.17372],[8.855799,46.160027],[8.85619,46.154509],[8.857854,46.150826],[8.805923,46.136531],[8.777261,46.119137],[8.756465,46.105009],[8.753936,46.106269],[8.742,46.120917],[8.726824,46.111497],[8.716599,46.098605],[8.713307,46.097118],[8.685639,46.102101],[8.677642,46.110023],[8.669814,46.10847],[8.659167,46.111239],[8.654456,46.1187],[8.646878,46.1227],[8.61305,46.120232],[8.609109,46.132113],[8.59353,46.144555],[8.594711,46.147389],[8.602704,46.1527],[8.60274,46.154774],[8.589858,46.157116],[8.586291,46.16212],[8.57463,46.163324],[8.569827,46.176514],[8.566179,46.18114],[8.556373,46.186309],[8.550696,46.194202],[8.539354,46.19823],[8.530538,46.217951],[8.514561,46.220821],[8.487623,46.230346],[8.470889,46.232195],[8.466416,46.23639],[8.464953,46.24487],[8.470918,46.249173],[8.516566,46.258699],[8.569592,46.266674],[8.681341,46.327727],[8.711399,46.353362],[8.734494,46.377824],[8.74108,46.403604],[8.745033,46.405673],[8.749556,46.405532],[8.753919,46.40509],[8.81126,46.388017],[8.82793,46.378944],[8.840758,46.367129],[8.861296,46.347693],[8.8612,46.34171],[8.858808,46.338403],[8.864647,46.321593],[8.864693,46.321461],[8.886937,46.306808],[8.901127,46.306718],[8.906211,46.27651],[8.914126,46.257133],[8.921132,46.243423],[8.93099,46.23018],[8.922119,46.211365],[8.896488,46.20592],[8.886378,46.206452],[8.882927,46.204726],[8.873887,46.19587],[8.866794,46.187582]]]}"
CH-6122,Bellinzonese,ch_6122,"{""lon"": 8.986856, ""lat"": 46.218226}","{""type"":""Polygon"",""coordinates"":[[[9.040533,46.218328],[9.060694,46.217502],[9.085176,46.214369],[9.10655,46.206347],[9.11623,46.201491],[9.16529,46.168833],[9.158038,46.16101],[9.136278,46.151552],[9.121434,46.136326],[9.077651,46.120448],[9.023315,46.143761],[9.014267,46.147713],[9.013045,46.150047],[9.011567,46.152653],[9.009575,46.155829],[9.00675,46.159331],[9.002739,46.161875],[8.998,46.164683],[8.994575,46.166491],[8.990986,46.167953],[8.978729,46.17074],[8.966951,46.17129],[8.939637,46.16805],[8.914017,46.163684],[8.86963,46.154777],[8.857854,46.150826],[8.85619,46.154509],[8.855799,46.160027],[8.859916,46.17372],[8.866794,46.187582],[8.873887,46.19587],[8.882927,46.204726],[8.886378,46.206452],[8.896488,46.20592],[8.922119,46.211365],[8.93099,46.23018],[8.921132,46.243423],[8.914126,46.257133],[8.906211,46.27651],[8.901127,46.306718],[8.901768,46.311846],[8.904258,46.315434],[8.930219,46.34228],[8.95213,46.356998],[9.008958,46.360383],[9.014168,46.358828],[9.022303,46.355529],[9.071668,46.344427],[9.067472,46.338558],[9.054389,46.292595],[9.057044,46.284289],[9.063111,46.275069],[9.068591,46.269621],[9.040533,46.218328]]]}"
CH-6131,Centovalli - Gambarogno,ch_6131,"{""lon"": 8.921066, ""lat"": 46.051116}","{""type"":""Polygon"",""coordinates"":[[[9.077651,46.120448],[9.076245,46.116858],[9.088745,46.092781],[9.090388,46.086101],[9.089522,46.08226],[9.081319,46.07507],[9.080283,46.064175],[9.0645,46.060075],[9.047537,46.060915],[9.025722,46.052181],[9.018461,46.047637],[9.015927,46.040577],[9.008604,46.032068],[9.009377,46.028896],[9.02328,46.016049],[9.015668,46.005857],[8.995312,45.997617],[8.974775,45.9968],[8.965411,46.000501],[8.961353,45.996432],[8.963898,45.9887],[8.964365,45.977146],[8.956433,45.961307],[8.954888,45.949231],[8.945895,45.939238],[8.916966,45.917766],[8.913519,45.917173],[8.905131,45.919974],[8.892778,45.931829],[8.892668,45.937872],[8.89873,45.948718],[8.893979,45.95879],[8.890958,45.959772],[8.879245,45.957699],[8.869248,45.959788],[8.864094,45.964086],[8.852005,45.969419],[8.844081,45.975629],[8.839888,45.981804],[8.830709,45.987131],[8.818196,45.987951],[8.803308,45.991547],[8.792669,45.991709],[8.787826,45.990439],[8.79398,46.007809],[8.805169,46.020733],[8.820901,46.024973],[8.823624,46.027401],[8.832923,46.041681],[8.830615,46.046171],[8.83179,46.048789],[8.835387,46.051297],[8.84471,46.048816],[8.848625,46.0511],[8.855657,46.063155],[8.853781,46.074649],[8.851332,46.075159],[8.848568,46.075734],[8.844581,46.076564],[8.807934,46.099552],[8.804762,46.099375],[8.798921,46.095334],[8.78371,46.094413],[8.76207,46.102213],[8.756465,46.105009],[8.777261,46.119137],[8.805923,46.136531],[8.857854,46.150826],[8.86963,46.154777],[8.914017,46.163684],[8.939637,46.16805],[8.966951,46.17129],[8.978729,46.17074],[8.990986,46.167953],[8.994575,46.166491],[8.998,46.164683],[9.002739,46.161875],[9.00675,46.159331],[9.009575,46.155829],[9.011567,46.152653],[9.013045,46.150047],[9.014267,46.147713],[9.023315,46.143761],[9.077651,46.120448]]]}"
CH-6132,Luganese,ch_6132,"{""lon"": 8.989689, ""lat"": 45.904856}","{""type"":""Polygon"",""coordinates"":[[[9.028038,45.993892],[9.006556,45.979698],[8.996301,45.979626],[8.996345,45.97431],[8.991479,45.971338],[8.991454,45.969354],[8.994678,45.966547],[9.014435,45.960364],[9.01727,45.950416],[9.01423,45.943322],[9.022568,45.937034],[9.022234,45.928472],[9.028645,45.926648],[9.042342,45.926195],[9.048912,45.922074],[9.058541,45.920448],[9.060994,45.916455],[9.075387,45.910685],[9.077063,45.901158],[9.088054,45.901403],[9.09009,45.900299],[9.067744,45.876061],[9.056983,45.873962],[9.050418,45.861079],[9.051245,45.85317],[9.036673,45.840344],[9.038421,45.83533],[9.030211,45.820565],[9.022482,45.821199],[9.009535,45.818475],[8.994601,45.825037],[8.996221,45.832106],[8.991331,45.835161],[8.98342,45.837247],[8.973299,45.83132],[8.962433,45.835405],[8.954572,45.842145],[8.946692,45.841995],[8.931073,45.838239],[8.929063,45.832917],[8.921057,45.834553],[8.914923,45.831822],[8.912187,45.832091],[8.91331,45.839494],[8.918924,45.846398],[8.932148,45.859725],[8.941932,45.865493],[8.943347,45.867996],[8.935747,45.87061],[8.92946,45.889137],[8.923461,45.894352],[8.926009,45.900813],[8.924826,45.903645],[8.913519,45.917173],[8.916966,45.917766],[8.945895,45.939238],[8.954888,45.949231],[8.956433,45.961307],[8.964365,45.977146],[8.963898,45.9887],[8.961353,45.996432],[8.965411,46.000501],[8.974775,45.9968],[8.995312,45.997617],[9.015668,46.005857],[9.02328,46.016049],[9.028038,45.993892]]]}"
CH-6211,Mesolcina,ch_6211,"{""lon"": 9.206938, ""lat"": 46.45957}","{""type"":""Polygon"",""coordinates"":[[[9.20632,46.504658],[9.246738,46.49788],[9.283856,46.496319],[9.27576,46.484546],[9.276685,46.47499],[9.273839,46.465436],[9.277429,46.461371],[9.277153,46.459134],[9.264907,46.450018],[9.249032,46.447467],[9.248265,46.438186],[9.249543,46.432086],[9.24987,46.430523],[9.184783,46.405513],[9.163941,46.409448],[9.087875,46.38783],[9.102189,46.411183],[9.094991,46.460786],[9.085614,46.47421],[9.114042,46.479525],[9.134103,46.489539],[9.20631,46.50481],[9.20632,46.504658]]]}"
CH-6212,Calanca,ch_6212,"{""lon"": 9.209952, ""lat"": 46.296953}","{""type"":""Polygon"",""coordinates"":[[[9.259916,46.421991],[9.278667,46.419326],[9.280878,46.416912],[9.282133,46.403304],[9.278213,46.396515],[9.277711,46.391231],[9.285431,46.384226],[9.278653,46.374572],[9.279705,46.364079],[9.285205,46.357641],[9.297174,46.354282],[9.295479,46.335781],[9.300137,46.325797],[9.297517,46.321603],[9.294459,46.316706],[9.284573,46.310358],[9.283487,46.296376],[9.27375,46.291028],[9.268612,46.282531],[9.261449,46.278318],[9.258723,46.269339],[9.252016,46.265848],[9.253313,46.260602],[9.249698,46.249732],[9.250172,46.233365],[9.246659,46.231852],[9.235803,46.232477],[9.222587,46.22646],[9.219485,46.213253],[9.214828,46.209149],[9.205873,46.205708],[9.198658,46.193311],[9.197742,46.181509],[9.184564,46.170507],[9.181106,46.169145],[9.16529,46.168833],[9.11623,46.201491],[9.10655,46.206347],[9.085176,46.214369],[9.060694,46.217502],[9.040533,46.218328],[9.068591,46.269621],[9.063111,46.275069],[9.057044,46.284289],[9.054389,46.292595],[9.067472,46.338558],[9.071668,46.344427],[9.087875,46.38783],[9.163941,46.409448],[9.184783,46.405513],[9.24987,46.430523],[9.259916,46.421991]]]}"
CH-7111,Corvatsch,ch_7111,"{""lon"": 9.774392, ""lat"": 46.413011}","{""type"":""Polygon"",""coordinates"":[[[9.896733,46.429075],[9.909881,46.379096],[9.905496,46.379482],[9.892775,46.374781],[9.874637,46.36348],[9.836838,46.359417],[9.817109,46.345982],[9.789059,46.340354],[9.772547,46.334804],[9.768808,46.335422],[9.747467,46.349648],[9.742349,46.350896],[9.738137,46.372219],[9.736057,46.376112],[9.725939,46.388982],[9.683679,46.409439],[9.679718,46.41047],[9.660885,46.414704],[9.664438,46.418281],[9.678298,46.428276],[9.688934,46.434234],[9.705397,46.440006],[9.716162,46.43912],[9.719022,46.441151],[9.729433,46.452036],[9.731054,46.455393],[9.730952,46.458825],[9.724691,46.472508],[9.746981,46.472729],[9.770642,46.466071],[9.775388,46.463484],[9.788073,46.462397],[9.840722,46.465282],[9.89093,46.475619],[9.902151,46.47953],[9.896733,46.429075]]]}"
CH-7112,Bernina,ch_7112,"{""lon"": 9.971467, ""lat"": 46.436205}","{""type"":""Polygon"",""coordinates"":[[[9.944059,46.496132],[9.950496,46.490255],[9.969111,46.477523],[9.972851,46.476183],[9.99177,46.478852],[10.045489,46.478493],[10.055258,46.467629],[10.04235,46.449272],[10.041528,46.445671],[10.044405,46.442671],[10.042268,46.43316],[10.038351,46.429764],[9.96881,46.378579],[9.957357,46.37764],[9.950228,46.378529],[9.936886,46.3744],[9.927384,46.366463],[9.922612,46.370599],[9.916708,46.371209],[9.909881,46.379096],[9.896733,46.429075],[9.902151,46.47953],[9.944457,46.502065],[9.944059,46.496132]]]}"
CH-7113,Zuoz,ch_7113,"{""lon"": 9.93588, ""lat"": 46.60588}","{""type"":""Polygon"",""coordinates"":[[[9.965891,46.675372],[10.013327,46.635034],[10.047446,46.618975],[10.015173,46.590739],[9.982181,46.560101],[9.974852,46.550904],[9.953378,46.513378],[9.935047,46.548766],[9.932673,46.560601],[9.929677,46.569288],[9.925533,46.576645],[9.920266,46.577841],[9.910779,46.578077],[9.842969,46.573638],[9.836358,46.584324],[9.865469,46.674337],[9.867545,46.676671],[9.878705,46.684477],[9.954447,46.693062],[9.965891,46.675372]]]}"
CH-7114,St. Moritz,ch_7114,"{""lon"": 9.81492, ""lat"": 46.516134}","{""type"":""Polygon"",""coordinates"":[[[9.920266,46.577841],[9.925533,46.576645],[9.929677,46.569288],[9.932673,46.560601],[9.935047,46.548766],[9.953378,46.513378],[9.944457,46.502065],[9.902151,46.47953],[9.89093,46.475619],[9.840722,46.465282],[9.788073,46.462397],[9.775388,46.463484],[9.770642,46.466071],[9.746981,46.472729],[9.724691,46.472508],[9.727242,46.474624],[9.731043,46.480944],[9.737374,46.502995],[9.724543,46.509195],[9.720162,46.51003],[9.705644,46.510037],[9.700974,46.512232],[9.696269,46.523731],[9.694458,46.541694],[9.725426,46.550509],[9.842969,46.573638],[9.910779,46.578077],[9.920266,46.577841]]]}"
CH-7115,Val Chamuera,ch_7115,"{""lon"": 10.034579, ""lat"": 46.541175}","{""type"":""Polygon"",""coordinates"":[[[10.107424,46.609932],[10.103695,46.609146],[10.099452,46.597754],[10.102728,46.585114],[10.084627,46.575514],[10.074827,46.558336],[10.063673,46.549208],[10.05024,46.542631],[10.047297,46.538985],[10.055172,46.523165],[10.045648,46.508559],[10.04539,46.501518],[10.048567,46.495418],[10.04602,46.491395],[10.045489,46.478493],[9.99177,46.478852],[9.972851,46.476183],[9.969111,46.477523],[9.950496,46.490255],[9.944059,46.496132],[9.944457,46.502065],[9.953378,46.513378],[9.974852,46.550904],[9.982181,46.560101],[10.015173,46.590739],[10.047446,46.618975],[10.094774,46.622697],[10.107424,46.609932]]]}"
CH-7121,Samnaun,ch_7121,"{""lon"": 10.335058, ""lat"": 46.935752}","{""type"":""Polygon"",""coordinates"":[[[10.398664,46.997322],[10.40699,46.987293],[10.426571,46.976644],[10.422678,46.964338],[10.423842,46.959573],[10.438961,46.954872],[10.456506,46.952898],[10.479332,46.941092],[10.492752,46.938695],[10.433737,46.927464],[10.430283,46.925718],[10.373573,46.885808],[10.289463,46.850678],[10.243988,46.835627],[10.231692,46.868473],[10.232946,46.875129],[10.237876,46.883738],[10.232381,46.888805],[10.228855,46.895393],[10.237849,46.904344],[10.238834,46.913337],[10.243722,46.920275],[10.244092,46.931222],[10.257245,46.930255],[10.29338,46.921865],[10.301605,46.924611],[10.315048,46.925026],[10.316673,46.926844],[10.315376,46.931553],[10.308137,46.9397],[10.310401,46.948805],[10.313125,46.951249],[10.321911,46.951547],[10.325298,46.95326],[10.329601,46.958729],[10.331448,46.961077],[10.339963,46.979777],[10.356279,46.991818],[10.373956,46.994492],[10.383682,46.999153],[10.398664,46.997322]]]}"
CH-7122,östliche Silvretta,ch_7122,"{""lon"": 10.1442, ""lat"": 46.836071}","{""type"":""Polygon"",""coordinates"":[[[10.025438,46.795086],[10.096758,46.848549],[10.106325,46.841324],[10.120743,46.846945],[10.14137,46.847901],[10.149409,46.851811],[10.162932,46.848399],[10.194596,46.86524],[10.231692,46.868473],[10.243988,46.835627],[10.2416,46.832916],[10.165135,46.818061],[10.113371,46.80957],[10.025438,46.795086]]]}"
CH-7123,Sur Tasna,ch_7123,"{""lon"": 10.073198, ""lat"": 46.724774}","{""type"":""Polygon"",""coordinates"":[[[10.103765,46.701601],[10.088216,46.693903],[10.092531,46.635465],[10.094774,46.622697],[10.047446,46.618975],[10.013327,46.635034],[9.965891,46.675372],[9.954447,46.693062],[9.956879,46.695572],[9.958969,46.715242],[9.957082,46.718427],[9.953193,46.721419],[9.948659,46.721712],[9.94435,46.724724],[9.942734,46.737511],[9.94974,46.746734],[9.965769,46.762438],[10.025438,46.795086],[10.113371,46.80957],[10.165135,46.818061],[10.2416,46.832916],[10.313361,46.774075],[10.276998,46.763995],[10.263376,46.761207],[10.251697,46.757356],[10.202777,46.739143],[10.154254,46.720761],[10.103765,46.701601]]]}"
CH-7124,Val Suot,ch_7124,"{""lon"": 10.420691, ""lat"": 46.858899}","{""type"":""Polygon"",""coordinates"":[[[10.486715,46.931128],[10.488234,46.918274],[10.480451,46.909295],[10.474094,46.893633],[10.467416,46.886742],[10.470636,46.85476],[10.467961,46.837736],[10.458958,46.832954],[10.457493,46.816467],[10.450192,46.802247],[10.44277,46.795559],[10.42891,46.790069],[10.405851,46.792472],[10.390751,46.791234],[10.313361,46.774075],[10.2416,46.832916],[10.243988,46.835627],[10.289463,46.850678],[10.373573,46.885808],[10.430283,46.925718],[10.433737,46.927464],[10.492752,46.938695],[10.486715,46.931128]]]}"
CH-7125,Val dal Spöl,ch_7125,"{""lon"": 10.223201, ""lat"": 46.659274}","{""type"":""Polygon"",""coordinates"":[[[10.313025,46.672876],[10.318475,46.660306],[10.31387,46.658935],[10.299183,46.650567],[10.2917,46.644562],[10.285222,46.635331],[10.282316,46.619559],[10.267172,46.610191],[10.259307,46.609317],[10.242272,46.625731],[10.238259,46.634776],[10.222434,46.627856],[10.218678,46.617227],[10.21514,46.62015],[10.197394,46.625116],[10.189036,46.625148],[10.144663,46.610721],[10.133707,46.605259],[10.107424,46.609932],[10.094774,46.622697],[10.092531,46.635465],[10.088216,46.693903],[10.103765,46.701601],[10.154254,46.720761],[10.202777,46.739143],[10.251697,46.757356],[10.263376,46.761207],[10.276998,46.763995],[10.260845,46.716112],[10.2777,46.688804],[10.313025,46.672876]]]}"
CH-7126,Val S-charl,ch_7126,"{""lon"": 10.385602, ""lat"": 46.725243}","{""type"":""Polygon"",""coordinates"":[[[10.42891,46.790069],[10.443271,46.771341],[10.445584,46.764598],[10.445065,46.753158],[10.433383,46.751377],[10.40371,46.734114],[10.403886,46.732072],[10.413261,46.726764],[10.419948,46.718732],[10.418896,46.710718],[10.413584,46.704613],[10.402541,46.703821],[10.394485,46.689012],[10.385443,46.684404],[10.392109,46.674557],[10.394338,46.658792],[10.401333,46.638244],[10.318475,46.660306],[10.313025,46.672876],[10.2777,46.688804],[10.260845,46.716112],[10.276998,46.763995],[10.313361,46.774075],[10.390751,46.791234],[10.405851,46.792472],[10.42891,46.790069]]]}"
